,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOLS
LOC100134868,-0.553281933,7.701389125,1.773030217,0.090942143,0.582626616,-4.343717852,LOC100134868
SLC39A12-AS1,0.114622582,3.365204326,-1.772951284,0.090955563,0.582626616,-4.343829305,SLC39A12-AS1
DDX41,0.297528953,5.360655265,-1.772890554,0.09096589,0.582626616,-4.343915053,DDX41
C19orf12,-0.370362504,5.577632076,1.772749015,0.090989962,0.582626616,-4.344114894,C19orf12
WEE2,-0.141012793,3.270901334,1.772224549,0.091079207,0.582626616,-4.344855294,WEE2
COLQ,-0.283769141,4.308313109,1.772212613,0.091081239,0.582626616,-4.344872142,COLQ
THBS3,-0.307425277,4.62453504,1.771957779,0.09112463,0.582626616,-4.345231839,THBS3
RBM38,0.449699829,6.958003395,-1.771679245,0.091172077,0.582626616,-4.345624946,RBM38
BNIP3,-0.251859985,4.486114796,1.771615564,0.091182928,0.582626616,-4.345714817,BNIP3
NLRP1,0.179255665,3.605073196,-1.771265084,0.091242668,0.582626616,-4.346209391,NLRP1
TAF12,0.199756682,4.266042296,-1.771048937,0.091279527,0.582626616,-4.346514369,TAF12
LINC00910,0.079534355,3.243168302,-1.771001748,0.091287576,0.582626616,-4.346580949,LINC00910
PTPRO,0.079136032,3.223527382,-1.771001652,0.091287592,0.582626616,-4.346581083,PTPRO
RRM2,0.131264691,3.427682601,-1.770972694,0.091292532,0.582626616,-4.34662194,RRM2
EGFR,0.1011447,3.348228056,-1.770574645,0.091360452,0.582626616,-4.347183491,EGFR
PPP1R16A,-0.223283579,3.966526669,1.770568461,0.091361508,0.582626616,-4.347192215,PPP1R16A
LACTB2,-0.188655467,3.659287969,1.770418608,0.09138709,0.582626616,-4.347403599,LACTB2
HSPA4,-0.309948279,5.514439596,1.770413997,0.091387877,0.582626616,-4.347410102,HSPA4
CNN1,-0.088063191,3.140883548,1.770346431,0.091399413,0.582626616,-4.347505407,CNN1
SERTAD2,-0.425629059,6.74948114,1.769868178,0.091481107,0.582754499,-4.348179929,SERTAD2
MOK,-0.257407011,3.920216668,1.769747359,0.091501755,0.582754499,-4.34835031,MOK
ASIC5,-0.147391018,3.256524568,1.769551736,0.091535195,0.582754499,-4.348626163,ASIC5
NXPE1,0.089057441,3.249944386,-1.769464929,0.091550038,0.582754499,-4.348748567,NXPE1
CACHD1,0.083323491,3.157070162,-1.769418035,0.091558057,0.582754499,-4.348814688,CACHD1
RUVBL2,0.257520337,4.602320872,-1.7690817,0.091615588,0.582754499,-4.349288889,RUVBL2
TMEM256,-0.49438357,7.682810306,1.768963959,0.091635736,0.582754499,-4.349454877,TMEM256
TMEM117,0.115507524,3.300844655,-1.768653405,0.091688895,0.582754499,-4.349892651,TMEM117
PRPF4,0.264559068,4.566840079,-1.768629125,0.091693052,0.582754499,-4.349926875,PRPF4
FAM161B,0.091341507,3.20374953,-1.768593109,0.091699219,0.582754499,-4.349977642,FAM161B
DIAPH2,-0.347837727,5.395932237,1.768355257,0.091739955,0.582754499,-4.350312887,DIAPH2
EHHADH,0.087725744,3.277870645,-1.768301226,0.091749211,0.582754499,-4.350389038,EHHADH
PNMA5,0.13831432,3.572675795,-1.768104992,0.091782834,0.582793518,-4.350665594,PNMA5
CDC14C,0.112690762,3.313417038,-1.767145394,0.091947407,0.583663757,-4.352017662,CDC14C
TMEM171,0.083122854,3.159628521,-1.766843662,0.091999207,0.583694588,-4.352442693,TMEM171
GNB2,0.249199983,4.490557426,-1.766694947,0.092024747,0.583694588,-4.35265216,GNB2
PPIG,-0.316439973,5.483884986,1.766620337,0.092037563,0.583694588,-4.352757243,PPIG
SPINK4,-0.067273184,3.130811129,1.766223504,0.092105753,0.583694588,-4.35331611,SPINK4
CAB39,-0.326271559,7.836915249,1.766207982,0.092108421,0.583694588,-4.353337968,CAB39
KBTBD12,-0.072566896,3.101024783,1.765933693,0.09215558,0.583694588,-4.3537242,KBTBD12
BTC,0.096676467,3.2491121,-1.765710142,0.09219403,0.583694588,-4.354038955,BTC
MTRF1L,-0.39342285,6.63910793,1.765621292,0.092209316,0.583694588,-4.354164046,MTRF1L
IL17C,-0.103142684,3.355849026,1.765404029,0.092246704,0.583694588,-4.35446991,IL17C
CD99P1,0.095989964,3.277400897,-1.765396028,0.092248081,0.583694588,-4.354481174,CD99P1
PRMT3,-0.22645826,4.39696023,1.765355773,0.09225501,0.583694588,-4.354537842,PRMT3
CTLA4,-0.298980732,8.562684585,1.7641498,0.092462795,0.584834761,-4.356235102,CTLA4
FUT8,-0.235566257,4.268708229,1.763820253,0.092519645,0.585019864,-4.356698756,FUT8
ADAMTSL1,0.089858117,3.300589543,-1.763479995,0.092578374,0.585124387,-4.357177417,ADAMTSL1
TMEM87A,-0.315381977,8.632951646,1.76336266,0.092598634,0.585124387,-4.357342463,TMEM87A
AGAP1,0.177237229,3.496542693,-1.763245053,0.092618944,0.585124387,-4.357507885,AGAP1
SH3RF2,0.121958134,3.513519308,-1.76298418,0.09266401,0.585135962,-4.357874791,SH3RF2
ABRAXAS2,-0.263742673,5.03034026,1.762786864,0.092698109,0.585135962,-4.358152282,ABRAXAS2
LINC00863,0.198550005,3.768616921,-1.762557872,0.092737696,0.585135962,-4.358474292,LINC00863
OR2M5,-0.096030246,3.211041268,1.762430771,0.092759674,0.585135962,-4.358653009,OR2M5
C4orf3,-0.356973653,6.334931237,1.762229391,0.092794507,0.585135962,-4.358936152,C4orf3
FPGT,0.08099782,3.153408011,-1.76220919,0.092798001,0.585135962,-4.358964553,FPGT
AGTRAP,0.227478464,3.867147236,-1.762117248,0.092813909,0.585135962,-4.359093816,AGTRAP
OR13C9,0.092353982,3.319040063,-1.761807438,0.092867528,0.585289672,-4.35952935,OR13C9
RAB11FIP4,-0.174467043,4.132869772,1.761657511,0.092893485,0.585289672,-4.359740098,RAB11FIP4
PDPN,-0.090297583,3.291628741,1.760848081,0.093033734,0.585999235,-4.360877676,PDPN
FLJ16779,0.095887318,3.235408714,-1.760358422,0.093118664,0.586360046,-4.361565667,FLJ16779
IFT74,-0.170623408,3.665901656,1.759628664,0.093245364,0.586880368,-4.362590754,IFT74
PIPSL,0.266270898,3.947764975,-1.759479103,0.093271349,0.586880368,-4.362800804,PIPSL
NOL3,0.122541795,3.311295121,-1.759381499,0.09328831,0.586880368,-4.362937877,NOL3
FCSK,-0.34862129,5.054037727,1.75924528,0.093311986,0.586880368,-4.363129172,FCSK
DUSP14,-0.203511958,3.849294552,1.758929208,0.093366942,0.586960175,-4.363572994,DUSP14
CYP11B2,0.074859869,3.193414128,-1.758853968,0.093380028,0.586960175,-4.363678636,CYP11B2
ZFPL1,0.164493006,3.675535119,-1.75869387,0.093407878,0.58696127,-4.363903415,ZFPL1
OR4D9,0.087531479,3.145208513,-1.757540358,0.093608753,0.58784437,-4.365522526,OR4D9
CCR10,0.252307536,4.256760476,-1.757391949,0.093634625,0.58784437,-4.365730784,CCR10
PAGE2B,0.129720173,3.289015693,-1.757160745,0.093674941,0.58784437,-4.3660552,PAGE2B
CHKA,0.22167448,3.812848717,-1.757123214,0.093681487,0.58784437,-4.366107859,CHKA
ANKRD11,0.309569365,5.312700123,-1.757006355,0.093701871,0.58784437,-4.366271816,ANKRD11
SCARNA20,0.073555586,3.214813823,-1.7565314,0.09378476,0.58784437,-4.36693812,SCARNA20
AHSG,-0.093139508,3.200857898,1.756417301,0.093804682,0.58784437,-4.367098167,AHSG
MIR543,0.089268477,3.215441974,-1.756370964,0.093812773,0.58784437,-4.367163162,MIR543
AKAIN1,-0.084984719,3.217197907,1.756326203,0.09382059,0.58784437,-4.367225945,AKAIN1
IGDCC3,0.079281398,3.138231536,-1.756297554,0.093825594,0.58784437,-4.367266129,IGDCC3
MAD1L1,0.443016694,4.9664815,-1.755542294,0.09395758,0.588497448,-4.3683253,MAD1L1
P2RX6P,0.087386538,3.305863051,-1.75534936,0.093991322,0.588534976,-4.368595818,P2RX6P
GEMIN7,0.13388258,3.398194623,-1.754427149,0.094152751,0.588892671,-4.369888582,GEMIN7
CD47,-0.31240801,5.694253367,1.754283312,0.094177951,0.588892671,-4.370090171,CD47
MTFR2,0.116883777,3.463284873,-1.754278455,0.094178802,0.588892671,-4.370096978,MTFR2
SFRP1,0.12934401,3.336616691,-1.754068383,0.094215616,0.588892671,-4.370391373,SFRP1
TENT2,-0.251501641,4.747111903,1.753845202,0.094254741,0.588892671,-4.370704113,TENT2
GBF1,0.099247422,3.335883384,-1.753691686,0.094281661,0.588892671,-4.370919217,GBF1
SLC23A2,0.139677766,3.402860668,-1.753646451,0.094289595,0.588892671,-4.370982595,SLC23A2
RAB39A,-0.096249567,3.265563163,1.753613953,0.094295295,0.588892671,-4.371028128,RAB39A
SUZ12,-0.312813895,7.43979737,1.753596509,0.094298355,0.588892671,-4.371052568,SUZ12
RBBP7,0.292676364,4.657989714,-1.753167785,0.094373582,0.589019555,-4.371653193,RBBP7
SLC2A5,0.101127033,3.307026485,-1.75306781,0.094391132,0.589019555,-4.371793238,SLC2A5
DLGAP1-AS1,0.146724024,3.638979577,-1.752955245,0.094410895,0.589019555,-4.371950913,DLGAP1-AS1
PRR32,0.213818332,3.628409067,-1.752749124,0.094447094,0.589019555,-4.372239618,PRR32
CBARP,0.128689102,3.399931364,-1.75250845,0.094489375,0.589019555,-4.37257669,CBARP
CCDC151,-0.092514626,3.229353473,1.752485812,0.094493353,0.589019555,-4.372608392,CCDC151
ZNF500,0.28215434,4.59065046,-1.752350079,0.094517206,0.589019555,-4.372798474,ZNF500
DLX6-AS1,0.102502846,3.245813313,-1.752215512,0.09454086,0.589019555,-4.372986913,DLX6-AS1
LINC00207,0.093340557,3.129237409,-1.751489068,0.09466864,0.589367299,-4.374004,LINC00207
IL36B,0.090563557,3.207323279,-1.751335497,0.094695672,0.589367299,-4.374218974,IL36B
DDB1,-0.294531511,8.791720693,1.751314287,0.094699406,0.589367299,-4.374248664,DDB1
CTBS,-0.33617687,6.390950504,1.751266414,0.094707834,0.589367299,-4.374315676,CTBS
TTPA,-0.091306511,3.191876711,1.751040973,0.094747533,0.589441387,-4.374631224,TTPA
MYCT1,-0.091160103,3.200558571,1.750348288,0.094869601,0.58988477,-4.37560059,MYCT1
RGL1,-0.2556123,3.695867196,1.750246545,0.094887542,0.58988477,-4.375742949,RGL1
WDR5B,-0.086363061,3.297056322,1.750163169,0.094902246,0.58988477,-4.375859605,WDR5B
MIR16-2,0.091399231,3.247080689,-1.74957676,0.095005722,0.590249692,-4.376679971,MIR16-2
IDH2,0.447629478,6.792713396,-1.749515037,0.095016619,0.590249692,-4.376766307,IDH2
FAM187B,-0.095301547,3.218073746,1.749199424,0.095072356,0.590422997,-4.377207748,FAM187B
USP46,-0.356541457,4.718858635,1.749017357,0.095104522,0.590449856,-4.377462373,USP46
LOC100129129,0.090925615,3.241619503,-1.748707071,0.095159362,0.590482968,-4.377896276,LOC100129129
ENTPD1,0.302112645,4.003955881,-1.74843424,0.095207605,0.590482968,-4.378277755,ENTPD1
MRPS36,-0.156734771,3.627926328,1.748209337,0.095247389,0.590482968,-4.378592189,MRPS36
OR5H15,0.096620562,3.1817461,-1.748138867,0.095259858,0.590482968,-4.378690706,OR5H15
HNRNPA2B1,-0.330127194,8.893923464,1.748012235,0.095282267,0.590482968,-4.378867731,HNRNPA2B1
GNPDA1,0.400580915,5.782298437,-1.748006441,0.095283292,0.590482968,-4.37887583,GNPDA1
AAR2,0.32059514,4.983749963,-1.747760172,0.095326886,0.590482968,-4.379220073,AAR2
SPX,0.097871314,3.254855082,-1.747558097,0.09536267,0.590482968,-4.379502516,SPX
FXYD5,0.366586071,8.376214027,-1.747533163,0.095367086,0.590482968,-4.379537365,FXYD5
SURF4,0.426633319,5.802856941,-1.747263181,0.095414914,0.590482968,-4.379914681,SURF4
ENGASE,-0.385710426,5.53735461,1.747002573,0.095461101,0.590482968,-4.380278857,ENGASE
LINC00923,-0.081060938,3.241173063,1.746838201,0.095490243,0.590482968,-4.380508531,LINC00923
LCP1,-0.193863502,10.32736987,1.74682752,0.095492137,0.590482968,-4.380523455,LCP1
SNORA52,0.090969516,3.196044828,-1.746785149,0.09549965,0.590482968,-4.380582658,SNORA52
QPRT,0.186661917,3.909553254,-1.746403319,0.09556738,0.590546838,-4.381116113,QPRT
THAP6,0.099249504,3.407655863,-1.746084701,0.095623928,0.590546838,-4.381561192,THAP6
WT1,0.086166318,3.352765435,-1.746010242,0.095637148,0.590546838,-4.381665196,WT1
UBE2R2,-0.170762507,3.863788794,1.746001602,0.095638681,0.590546838,-4.381677264,UBE2R2
SCAND2P,0.163483315,3.847180978,-1.745942321,0.095649207,0.590546838,-4.381760064,SCAND2P
DNAJA2,-0.37352658,5.695547588,1.745218379,0.095777829,0.59116886,-4.382771069,DNAJA2
NUDT8,-0.094754341,3.391720184,1.744000279,0.095994583,0.592334338,-4.384471504,NUDT8
NFATC4,-0.098007644,3.217396066,1.743449636,0.096092705,0.592767333,-4.38523991,NFATC4
ABHD5,-0.216777005,4.171007659,1.743273605,0.096124091,0.592788521,-4.385485519,ABHD5
PTBP2,-0.327472981,4.554790809,1.742506396,0.096260986,0.593426778,-4.386555772,PTBP2
TRIM56,-0.335695631,5.979502016,1.742028575,0.096346329,0.593426778,-4.387222159,TRIM56
PPFIA3,0.100059727,3.361401152,-1.741803738,0.09638651,0.593426778,-4.38753568,PPFIA3
TBCA,-0.328994447,8.155975805,1.741688017,0.096407196,0.593426778,-4.387697035,TBCA
SYT15,-0.273079932,4.179149432,1.741644538,0.096414969,0.593426778,-4.387757657,SYT15
TSN,-0.157878518,3.522690323,1.741635142,0.096416649,0.593426778,-4.387770758,TSN
FBLN5,-0.395628642,4.974419256,1.741388183,0.096460811,0.593426778,-4.38811507,FBLN5
CD40,-0.107237523,3.390262194,1.741047446,0.096521772,0.593426778,-4.388590072,CD40
ELP3,-0.344574263,5.990335581,1.74101712,0.096527199,0.593426778,-4.388632344,ELP3
MARK4,-0.123576025,3.326010255,1.740857313,0.096555803,0.593426778,-4.388855096,MARK4
USF3,-0.119163241,3.449685407,1.740839014,0.096559079,0.593426778,-4.388880602,USF3
E2F1,-0.205949774,4.180515874,1.740562368,0.096608614,0.593426778,-4.389266176,E2F1
TOP1,-0.160707753,4.042824171,1.740526858,0.096614974,0.593426778,-4.389315665,TOP1
GSE1,-0.300147394,5.012728536,1.740502558,0.096619326,0.593426778,-4.389349529,GSE1
ARNTL2,0.086778569,3.340143442,-1.740165446,0.096679723,0.593552773,-4.389819307,ARNTL2
WNT5B,-0.100104031,3.354695116,1.73978447,0.096748018,0.593552773,-4.390350133,WNT5B
DUSP5P1,0.104100898,3.219522282,-1.73968044,0.096766674,0.593552773,-4.390495067,DUSP5P1
TRADD,0.404746932,5.964524937,-1.739670249,0.096768501,0.593552773,-4.390509264,TRADD
PAQR8,-0.320006454,4.073625174,1.739607389,0.096779776,0.593552773,-4.390596838,PAQR8
TCOF1,-0.074965908,3.216061113,1.739392028,0.096818411,0.593618059,-4.390896847,TCOF1
B4GALT5,-0.452593231,6.824248085,1.73897971,0.096892417,0.593776759,-4.391471158,B4GALT5
UBE3C,-0.391556881,7.164984611,1.738935861,0.096900291,0.593776759,-4.391532228,UBE3C
MYO1F,0.345298775,6.560839726,-1.738652852,0.096951119,0.593916618,-4.391926363,MYO1F
TICAM1,-0.394394166,5.11452036,1.73848503,0.09698127,0.593918021,-4.39216006,TICAM1
KRT18,-0.359168599,4.960966771,1.738339871,0.097007357,0.593918021,-4.392362185,KRT18
HIBADH,-0.275245142,4.83520548,1.738151435,0.097041229,0.593950411,-4.392624552,HIBADH
TECRL,0.089610574,3.184577506,-1.737931388,0.097080797,0.593950411,-4.392930907,TECRL
SS18,-0.34458605,5.38845845,1.737843162,0.097096665,0.593950411,-4.39305373,SS18
PPP1R3D,0.095838471,3.258520845,-1.737547765,0.097149811,0.594025715,-4.393464932,PPP1R3D
VTRNA1-3,-0.097879405,3.292667466,1.737170193,0.097217778,0.594025715,-4.393990449,VTRNA1-3
MCM4,0.365409698,5.073738207,-1.737108566,0.097228875,0.594025715,-4.394076217,MCM4
MAP7D1,-0.388706822,7.723158211,1.737046429,0.097240066,0.594025715,-4.394162691,MAP7D1
IGFBP7-AS1,-0.10181968,3.225671004,1.736996694,0.097249023,0.594025715,-4.394231904,IGFBP7-AS1
CRYM-AS1,0.094609617,3.328357732,-1.736682726,0.097305587,0.594200085,-4.394668803,CRYM-AS1
SLC36A3,0.082324578,3.198173188,-1.736259376,0.097381902,0.594494928,-4.395257822,SLC36A3
NSMF,-0.550451778,5.112499236,1.736061593,0.097417573,0.59454155,-4.395532968,NSMF
HHAT,-0.200335618,3.715664918,1.735677636,0.097486853,0.594793203,-4.396067046,HHAT
RPAP1,0.192782421,3.924636267,-1.735205347,0.097572129,0.59514228,-4.396723876,RPAP1
CTBP1,-0.483030567,7.808632187,1.734823703,0.097641085,0.595289262,-4.39725455,CTBP1
BPIFB3,0.085161268,3.192384371,-1.734761299,0.097652364,0.595289262,-4.397341316,BPIFB3
C17orf58,-0.33203267,4.38354418,1.734139651,0.097764785,0.59566958,-4.398205513,C17orf58
TEPSIN,0.215174966,3.955523594,-1.73410571,0.097770926,0.59566958,-4.39825269,TEPSIN
BUD31,0.371236351,6.46240829,-1.733928253,0.097803041,0.595694108,-4.398499342,BUD31
TMEM191A,-0.427357446,5.102175308,1.733719503,0.097840829,0.595753174,-4.398789465,TMEM191A
FASTKD5,0.31436725,5.486938229,-1.733495684,0.09788136,0.595799923,-4.399100504,FASTKD5
CDKN2AIP,-0.218524567,3.828046626,1.733273919,0.097921532,0.595799923,-4.399408659,CDKN2AIP
DNASE1L3,0.098642212,3.312397443,-1.733061922,0.097959949,0.595799923,-4.399703217,DNASE1L3
DEGS1,-0.431418517,6.248819112,1.733056786,0.097960879,0.595799923,-4.399710351,DEGS1
CHERP,0.161284696,3.787516832,-1.73275658,0.098015303,0.595949945,-4.400127424,CHERP
TDRD5,0.087400157,3.071014713,-1.732610766,0.098041746,0.595949945,-4.400329982,TDRD5
ACKR3,-0.261904162,3.888257859,1.732031774,0.098146808,0.596055472,-4.401134175,ACKR3
ATG101,0.281003156,5.436652888,-1.731959514,0.098159927,0.596055472,-4.401234526,ATG101
PNN,-0.44676264,6.771167842,1.731935246,0.098164333,0.596055472,-4.401268228,PNN
ABCA5,-0.093393839,3.333289961,1.731762748,0.098195657,0.596055472,-4.401507773,ABCA5
SPRYD7,0.102882193,3.341332566,-1.731740855,0.098199633,0.596055472,-4.401538174,SPRYD7
POC1B,-0.263126737,4.432467635,1.731507194,0.098242079,0.596142493,-4.401862624,POC1B
TEN1,0.196199333,4.162571223,-1.73126043,0.098286923,0.596166865,-4.402205235,TEN1
AKR1C4,0.101198619,3.386762778,-1.730957992,0.098341907,0.596166865,-4.402625096,AKR1C4
ZNF790,0.080904481,3.160467166,-1.730588888,0.098409048,0.596166865,-4.403137437,ZNF790
LYPD6,-0.096800414,3.351695727,1.730575203,0.098411538,0.596166865,-4.403156431,LYPD6
MED13,0.119421773,3.523227453,-1.730553624,0.098415464,0.596166865,-4.403186381,MED13
ZNF266,-0.289221842,5.410473839,1.730483069,0.098428304,0.596166865,-4.403284305,ZNF266
CREBBP,-0.339705601,7.19732571,1.730403039,0.098442869,0.596166865,-4.403395376,CREBBP
KCNJ3,0.082931886,3.186572734,-1.730102259,0.098497626,0.596223907,-4.403812788,KCNJ3
AGAP4,0.316492214,5.213433315,-1.730042469,0.098508514,0.596223907,-4.403895757,AGAP4
POLR2K,-0.147954923,3.63595722,1.729713786,0.098568387,0.596277258,-4.404351821,POLR2K
COG1,0.213593944,3.983160439,-1.729685394,0.09857356,0.596277258,-4.404391212,COG1
DCAF8L1,0.078250465,3.178621786,-1.729265002,0.098650188,0.596528206,-4.40497443,DCAF8L1
BCKDHB,-0.265041287,4.254747327,1.729149222,0.098671301,0.596528206,-4.405135037,BCKDHB
EFCAB13,-0.090233087,3.226862419,1.72880677,0.098733771,0.596735768,-4.405610028,EFCAB13
VPS33A,0.276629543,4.958377322,-1.728322035,0.098822254,0.597100387,-4.406282256,VPS33A
MIR1302-8,0.101409437,3.162852533,-1.727931971,0.098893505,0.597331917,-4.406823096,MIR1302-8
GABPA,-0.117156881,3.404683018,1.727658699,0.098943449,0.597331917,-4.407201948,GABPA
ARMCX6,0.183520875,4.094422112,-1.727649835,0.098945069,0.597331917,-4.407214236,ARMCX6
SLC27A4,0.088871043,3.246574721,-1.727415111,0.098987985,0.597389755,-4.40753961,SLC27A4
CCDC62,0.086248442,3.233492115,-1.727209751,0.099025546,0.597389755,-4.407824254,CCDC62
GRM6,-0.089130379,3.211989291,1.727135367,0.099039154,0.597389755,-4.407927351,GRM6
CDC16,-0.326934669,6.503387867,1.726761529,0.099107569,0.597632448,-4.408445439,CDC16
XCR1,0.092177304,3.315052459,-1.726242397,0.099202641,0.597743624,-4.409164753,XCR1
KANK3,0.154949118,3.631829595,-1.726120929,0.099224897,0.597743624,-4.409333038,KANK3
TMF1,0.104247152,3.327398109,-1.725728261,0.099296874,0.597743624,-4.409876991,TMF1
ZNF638,-0.130634882,3.660298957,1.725695779,0.09930283,0.597743624,-4.409921983,ZNF638
MIR660,-0.115793808,3.23926471,1.725586628,0.099322847,0.597743624,-4.410073171,MIR660
KRTAP8-1,0.090034545,3.193057005,-1.725424247,0.099352632,0.597743624,-4.410298073,KRTAP8-1
RSL1D1,0.336537415,5.163897103,-1.725210922,0.099391773,0.597743624,-4.410593514,RSL1D1
SFRP2,0.101788883,3.180355775,-1.725156425,0.099401774,0.597743624,-4.410668984,SFRP2
DDX3Y,-0.184553572,3.400737052,1.725126348,0.099407294,0.597743624,-4.410710634,DDX3Y
TEKT4,0.138073398,3.422523493,-1.724972573,0.09943552,0.597743624,-4.410923578,TEKT4
TP53TG3D,-0.126850535,3.337574047,1.724959783,0.099437868,0.597743624,-4.410941288,TP53TG3D
RPL27A,0.583891363,8.023938066,-1.724467076,0.099528356,0.597743624,-4.41162348,RPL27A
MRPL48,-0.33228663,4.946054424,1.724278839,0.099562946,0.597743624,-4.411884073,MRPL48
SNORD45B,0.095624718,3.163083844,-1.724206739,0.099576197,0.597743624,-4.411983881,SNORD45B
CSNK1D,-0.415417246,6.724181371,1.724206452,0.09957625,0.597743624,-4.411984278,CSNK1D
MYL4,0.074453717,3.159619087,-1.724202573,0.099576963,0.597743624,-4.411989648,MYL4
TAF5,-0.203550878,4.20332109,1.723844876,0.099642727,0.597821136,-4.412484765,TAF5
GAL3ST1,0.084291621,3.132910152,-1.723825708,0.099646252,0.597821136,-4.412511295,GAL3ST1
NME6,0.235933225,4.41566426,-1.723363405,0.099731307,0.598024795,-4.413151092,NME6
ACO2,0.311279589,4.868723078,-1.723334674,0.099736595,0.598024795,-4.413190851,ACO2
FAM136A,-0.288636853,5.267193932,1.723179419,0.099765174,0.598027079,-4.413405683,FAM136A
CER1,-0.087991983,3.336219045,1.722560386,0.099879194,0.598541379,-4.414262124,CER1
WDR70,0.205085107,4.326831349,-1.722375246,0.099913316,0.598576727,-4.414518226,WDR70
STAG3,0.199182497,4.099744551,-1.722179524,0.0999494,0.598623801,-4.414788943,STAG3
POM121L8P,-0.418945267,5.26499649,1.721697954,0.100038231,0.598986678,-4.415454945,POM121L8P
ST8SIA1,-0.144759039,3.468085255,1.721035914,0.100160463,0.599259074,-4.416370315,ST8SIA1
ISL1,0.102937499,3.22782866,-1.721008486,0.10016553,0.599259074,-4.416408233,ISL1
RCN1,-0.360342505,5.278781146,1.720992439,0.100168494,0.599259074,-4.416430416,RCN1
MIR320B2,0.096412682,3.204959243,-1.720518342,0.10025611,0.599581768,-4.417085759,MIR320B2
PYGO1,0.072864159,3.174135605,-1.720261616,0.100303582,0.599581768,-4.417440576,PYGO1
VAMP8,-0.334836696,8.599721426,1.720173908,0.100319805,0.599581768,-4.417561788,VAMP8
RBMX,-0.315182919,6.843936037,1.72008896,0.100335519,0.599581768,-4.41767918,RBMX
CCNL1,0.401387066,5.477975014,-1.719767291,0.100395043,0.599768474,-4.418123669,CCNL1
